"OTU","Abundance","Sample","Group"
"o__Lachnospirales",0.0281796262808921,"SRR10802245","Health"
"o__Clostridia_UCG-014",0.0281201848998459,"SRR10802235","GERD"
"o__Peptostreptococcales-Tissierellales",0.0277977474239156,"SRR10802236","GERD"
"o__Pasteurellales",0.0277384658930088,"SRR10802242","Health"
"o__Burkholderiales",0.0272961373390558,"SRR10802224","Health"
"o__Actinomycetales",0.0272368421052632,"SRR10802220","Health"
"o__Actinomycetales",0.0271362586605081,"SRR10802221","Health"
"o__Lachnospirales",0.0269080849993713,"SRR10802241","GERD"
"o__Lachnospirales",0.0268281101614435,"SRR10802229","GERD"
"o__Micrococcales",0.0266901822457378,"SRR10802244","Health"
"o__Clostridia_UCG-014",0.0264647608264931,"SRR10802242","Health"
"o__Lachnospirales",0.0263101832126118,"SRR10802226","Health"
"o__Coriobacteriales",0.0262133013780707,"SRR10802238","GERD"
"o__Burkholderiales",0.025984796129924,"SRR10802239","GERD"
"o__Veillonellales-Selenomonadales",0.025650697849868,"SRR10802241","GERD"
"o__Micrococcales",0.0256410256410256,"SRR10802236","GERD"
"o__Peptostreptococcales-Tissierellales",0.0254777070063694,"SRR10802240","GERD"
"o__Micrococcales",0.0252980132450331,"SRR10802228","GERD"
"o__Saccharimonadales",0.0252849002849003,"SRR10802229","GERD"
"o__Actinomycetales",0.024713682941531,"SRR10802245","Health"
"o__Spirochaetales",0.0244708185488805,"SRR10802231","GERD"
"o__Clostridia_UCG-014",0.0243664717348928,"SRR10802234","GERD"
"o__Saccharimonadales",0.0242890084550346,"SRR10802233","Health"
"o__Micrococcales",0.0242272347535505,"SRR10802234","GERD"
"o__Pasteurellales",0.0241339491916859,"SRR10802221","Health"
"o__Flavobacteriales",0.0240132486889318,"SRR10802243","Health"
"o__Saccharimonadales",0.0239473684210526,"SRR10802220","Health"
"o__Micrococcales",0.0238095238095238,"SRR10802245","Health"
"o__Burkholderiales",0.0236229819563153,"SRR10802229","GERD"
"o__Flavobacteriales",0.0236229819563153,"SRR10802229","GERD"
"o__Peptostreptococcales-Tissierellales",0.023351259552788,"SRR10802242","Health"
"o__Micrococcales",0.0231146144013634,"SRR10802226","Health"
"o__Coriobacteriales",0.0230042918454936,"SRR10802224","Health"
"o__Burkholderiales",0.0229198767334361,"SRR10802235","GERD"
"o__Peptostreptococcales-Tissierellales",0.0227814569536424,"SRR10802228","GERD"
"o__Lachnospirales",0.0226558090784488,"SRR10802240","GERD"
"o__Pasteurellales",0.0224685440383463,"SRR10802238","GERD"
"o__Flavobacteriales",0.0224573780129336,"SRR10802244","Health"
"o__Flavobacteriales",0.0224018475750577,"SRR10802221","Health"
"o__Flavobacteriales",0.0222684448794812,"SRR10802231","GERD"
"o__Peptostreptococcales-Tissierellales",0.0221674876847291,"SRR10802222","Health"
"o__Actinomycetales",0.0220108038377812,"SRR10802240","GERD"
"o__Coriobacteriales",0.0218423551756885,"SRR10802229","GERD"
"o__Coriobacteriales",0.0214236351071182,"SRR10802239","GERD"
"o__Micrococcales",0.0212045472869467,"SRR10802240","GERD"
"o__Staphylococcales",0.021124104111656,"SRR10802241","GERD"
"o__Flavobacteriales",0.0211239216318633,"SRR10802240","GERD"
"o__Staphylococcales",0.0211060209424084,"SRR10802237","GERD"
"o__Clostridia_UCG-014",0.0207894736842105,"SRR10802220","Health"
"o__Peptostreptococcales-Tissierellales",0.0206008583690987,"SRR10802224","Health"
"o__Absconditabacteriales_(SR1)",0.0204515706806283,"SRR10802237","GERD"
"o__Lachnospirales",0.0204250621032294,"SRR10802243","Health"
"o__Coriobacteriales",0.0202879581151832,"SRR10802237","GERD"
"o__Burkholderiales",0.02,"SRR10802228","GERD"
"o__Peptostreptococcales-Tissierellales",0.019966290678076,"SRR10802225","Health"
"o__Staphylococcales",0.0198382126348228,"SRR10802235","GERD"
"o__Saccharimonadales",0.0197530864197531,"SRR10802244","Health"
"o__Clostridia_UCG-014",0.0196335078534031,"SRR10802237","GERD"
"o__Campylobacterales",0.0195179306290417,"SRR10802244","Health"
"o__Coriobacteriales",0.0192604006163328,"SRR10802235","GERD"
"o__Clostridia_UCG-014",0.019238023387401,"SRR10802241","GERD"
"o__Peptostreptococcales-Tissierellales",0.0192262326020288,"SRR10802223","Health"
"o__Coriobacteriales",0.0189640532125672,"SRR10802242","Health"
"o__Staphylococcales",0.0186810076422304,"SRR10802242","Health"
"o__Erysipelotrichales",0.0185407725321888,"SRR10802224","Health"
"o__Flavobacteriales",0.018488219895288,"SRR10802237","GERD"
"o__Erysipelotrichales",0.0183792815371763,"SRR10802234","GERD"
"o__Pasteurellales",0.0179726815240834,"SRR10802236","GERD"
"o__Micrococcales",0.0176968119713728,"SRR10802230","GERD"
"o__Coriobacteriales",0.0176475939234058,"SRR10802227","GERD"
"o__Campylobacterales",0.0173732659146895,"SRR10802225","Health"
"o__Absconditabacteriales_(SR1)",0.0172771250863856,"SRR10802239","GERD"
"o__Coriobacteriales",0.0172368421052632,"SRR10802220","Health"
"o__Campylobacterales",0.0171793193717277,"SRR10802237","GERD"
"o__Clostridia_UCG-014",0.0171790235081374,"SRR10802245","Health"
"o__Staphylococcales",0.0171389080856945,"SRR10802239","GERD"
"o__Corynebacteriales",0.0170900692840647,"SRR10802221","Health"
"o__Erysipelotrichales",0.0167378917378917,"SRR10802229","GERD"
"o__Coriobacteriales",0.0167250097238429,"SRR10802225","Health"
"o__Erysipelotrichales",0.0166996886498726,"SRR10802242","Health"
"o__Pasteurellales",0.0166312809624912,"SRR10802223","Health"
"o__Flavobacteriales",0.0166169578184917,"SRR10802226","Health"
"o__Peptostreptococcales-Tissierellales",0.0165639445300462,"SRR10802235","GERD"
"o__Campylobacterales",0.016480686695279,"SRR10802224","Health"
"o__Staphylococcales",0.0164203612479475,"SRR10802222","Health"
"o__Campylobacterales",0.0162182936202921,"SRR10802233","Health"
"o__Saccharimonadales",0.0161787365177196,"SRR10802235","GERD"
"o__Staphylococcales",0.0161251310166895,"SRR10802240","GERD"
"o__Micrococcales",0.0159861325115562,"SRR10802235","GERD"
"o__Erysipelotrichales",0.0157068062827225,"SRR10802237","GERD"
"o__Micrococcales",0.0156185210780926,"SRR10802239","GERD"
"o__Flavobacteriales",0.0154351395730706,"SRR10802222","Health"
"o__Staphylococcales",0.015318796577422,"SRR10802243","Health"
"o__Staphylococcales",0.015065334358186,"SRR10802233","Health"
"o__Staphylococcales",0.0149668874172185,"SRR10802228","GERD"
"o__Flavobacteriales",0.0149098923894723,"SRR10802225","Health"
"o__Micrococcales",0.0148684210526316,"SRR10802220","Health"
"o__Staphylococcales",0.0148340923877684,"SRR10802230","GERD"
"o__Staphylococcales",0.0147639484978541,"SRR10802224","Health"
"o__Erysipelotrichales",0.0146794487717196,"SRR10802238","GERD"
"o__Spirochaetales",0.0146651270207852,"SRR10802221","Health"
"o__Erysipelotrichales",0.0144437215354587,"SRR10802230","GERD"
"o__Clostridia_UCG-014",0.0142363510711818,"SRR10802239","GERD"
"o__Burkholderiales",0.0139304973037747,"SRR10802238","GERD"
"o__Flavobacteriales",0.0138988737119578,"SRR10802236","GERD"
"o__Absconditabacteriales_(SR1)",0.0137130801687764,"SRR10802245","Health"
"o__Campylobacterales",0.0136592379583034,"SRR10802236","GERD"
"o__Burkholderiales",0.0136450468479942,"SRR10802227","GERD"
"o__Campylobacterales",0.0134210526315789,"SRR10802220","Health"
"o__Staphylococcales",0.0133667502088555,"SRR10802234","GERD"
"o__Clostridia_UCG-014",0.0133313361294188,"SRR10802238","GERD"
"o__Coriobacteriales",0.0132450331125828,"SRR10802228","GERD"
"o__Actinomycetales",0.0131687242798354,"SRR10802244","Health"
"o__Coriobacteriales",0.0131437355880092,"SRR10802233","Health"
"o__Staphylococcales",0.0129953131657435,"SRR10802226","Health"
"o__Flavobacteriales",0.012992398064962,"SRR10802239","GERD"
"o__Coriobacteriales",0.0129726745790781,"SRR10802243","Health"
"o__Erysipelotrichales",0.0128354725787631,"SRR10802225","Health"
"o__Peptostreptococcales-Tissierellales",0.0127353770581279,"SRR10802227","GERD"
"o__Erysipelotrichales",0.0127248256454178,"SRR10802231","GERD"
"o__Staphylococcales",0.012701804368471,"SRR10802229","GERD"
"o__Flavobacteriales",0.0126582278481013,"SRR10802245","Health"
"o__Micrococcales",0.0126436781609195,"SRR10802222","Health"
"o__Staphylococcales",0.0124610591900312,"SRR10802236","GERD"
"o__Spirochaetales",0.0123412413132039,"SRR10802236","GERD"
"o__Clostridia_UCG-014",0.0120986082052215,"SRR10802227","GERD"
"o__Erysipelotrichales",0.011930123561994,"SRR10802226","Health"
"o__Erysipelotrichales",0.0118243243243243,"SRR10802232","GERD"
"o__Staphylococcales",0.0117782909930716,"SRR10802221","Health"
"o__Erysipelotrichales",0.0116584564860427,"SRR10802222","Health"
"o__Staphylococcales",0.0115389601970699,"SRR10802225","Health"
"o__Campylobacterales",0.0114942528735632,"SRR10802222","Health"
"o__Coriobacteriales",0.011431870669746,"SRR10802221","Health"
"o__Flavobacteriales",0.0111907456305797,"SRR10802241","GERD"
"o__Staphylococcales",0.0111699000587889,"SRR10802244","Health"
"o__Pasteurellales",0.0111585944919278,"SRR10802229","GERD"
"o__Campylobacterales",0.0110844817255842,"SRR10802238","GERD"
"o__RF39",0.0110573600552868,"SRR10802239","GERD"
"o__Corynebacteriales",0.0110405741098537,"SRR10802243","Health"
"o__Coriobacteriales",0.0109997215260373,"SRR10802234","GERD"
"o__Burkholderiales",0.0109210526315789,"SRR10802220","Health"
"o__Corynebacteriales",0.0108895142542518,"SRR10802231","GERD"
"o__Coriobacteriales",0.0106992163954189,"SRR10802245","Health"
"o__Staphylococcales",0.0106992163954189,"SRR10802245","Health"
"o__Campylobacterales",0.0106427090532135,"SRR10802239","GERD"
"o__Absconditabacteriales_(SR1)",0.0105080831408776,"SRR10802221","Health"
"o__Erysipelotrichales",0.0104635761589404,"SRR10802228","GERD"
"o__Peptostreptococcales-Tissierellales",0.0103355302576393,"SRR10802238","GERD"
"o__Coriobacteriales",0.0103043374071411,"SRR10802236","GERD"
"o__Spirochaetales",0.0101986754966887,"SRR10802228","GERD"
"o__Bifidobacteriales",0.0101845195303139,"SRR10802236","GERD"
"o__Coriobacteriales",0.0101806239737274,"SRR10802222","Health"
"o__Coriobacteriales",0.0101193012356199,"SRR10802226","Health"
"o__Staphylococcales",0.01,"SRR10802220","Health"
"o__Cardiobacteriales",0.00999231360491929,"SRR10802233","Health"
"o__Flavobacteriales",0.00993377483443709,"SRR10802228","GERD"
"o__Erysipelotrichales",0.00986842105263158,"SRR10802220","Health"
"o__Clostridia_UCG-014",0.00985221674876847,"SRR10802222","Health"
"o__Synergistales",0.00982506589983225,"SRR10802236","GERD"
"o__Flavobacteriales",0.00982280431432974,"SRR10802235","GERD"
"o__Erysipelotrichales",0.00975570426509715,"SRR10802240","GERD"
"o__Erysipelotrichales",0.00973346675156918,"SRR10802227","GERD"
"o__Erysipelotrichales",0.00969976905311778,"SRR10802221","Health"
"o__Absconditabacteriales_(SR1)",0.0096413874191652,"SRR10802244","Health"
"o__Erysipelotrichales",0.00953697304768487,"SRR10802239","GERD"
"o__Micrococcales",0.00946454038636069,"SRR10802225","Health"
"o__Pasteurellales",0.00936959883562267,"SRR10802227","GERD"
"o__Burkholderiales",0.00919898103594679,"SRR10802242","Health"
"o__Clostridia_UCG-014",0.00913907284768212,"SRR10802228","GERD"
"o__Bifidobacteriales",0.0091372079089275,"SRR10802238","GERD"
"o__Spirochaetales",0.00908233073838169,"SRR10802223","Health"
"o__Corynebacteriales",0.00894944771426268,"SRR10802240","GERD"
"o__Peptostreptococcales-Tissierellales",0.00886824324324324,"SRR10802232","GERD"
"o__Corynebacteriales",0.00884642604387827,"SRR10802223","Health"
"o__Peptostreptococcales-Tissierellales",0.00884107371112058,"SRR10802226","Health"
"o__Flavobacteriales",0.00881578947368421,"SRR10802220","Health"
"o__Campylobacterales",0.00873455475074563,"SRR10802226","Health"
"o__Campylobacterales",0.00860927152317881,"SRR10802228","GERD"
"o__Gracilibacteria",0.00856478649210816,"SRR10802231","GERD"
"o__Erysipelotrichales",0.00846560846560847,"SRR10802244","Health"
"o__Erysipelotrichales",0.00845503458877786,"SRR10802233","Health"
"o__Campylobacterales",0.00843881856540084,"SRR10802245","Health"
"o__Clostridia_UCG-014",0.00842956120092379,"SRR10802221","Health"
"o__Clostridia_UCG-014",0.00837461665487143,"SRR10802223","Health"
"o__Campylobacterales",0.00835421888053467,"SRR10802234","GERD"
"o__Corynebacteriales",0.00834984432493631,"SRR10802242","Health"
"o__Clostridia_UCG-014",0.00830959164292498,"SRR10802229","GERD"
"o__Corynebacteriales",0.00828812537673297,"SRR10802245","Health"
"o__Erysipelotrichales",0.00826743350107836,"SRR10802236","GERD"
"o__Clostridia_UCG-014",0.00809544098849595,"SRR10802226","Health"
"o__Erysipelotrichales",0.00798673899939723,"SRR10802245","Health"
"o__Actinomycetales",0.00788240306774606,"SRR10802226","Health"
"o__Campylobacterales",0.00770830784289734,"SRR10802231","GERD"
"o__Clostridia_UCG-014",0.00766834411694225,"SRR10802236","GERD"
"o__Staphylococcales",0.00764122623487674,"SRR10802227","GERD"
"o__Cardiobacteriales",0.00736832529791686,"SRR10802227","GERD"
"o__Corynebacteriales",0.00727735831893023,"SRR10802227","GERD"
"o__Campylobacterales",0.00689655172413793,"SRR10802230","GERD"
"o__Erysipelotrichales",0.00678989060731799,"SRR10802241","GERD"
"o__Synergistales",0.00672947510094213,"SRR10802231","GERD"
"o__Clostridia_UCG-014",0.00669527896995708,"SRR10802224","Health"
"o__Absconditabacteriales_(SR1)",0.00668716372021522,"SRR10802233","Health"
"o__Saccharimonadales",0.0066363044892648,"SRR10802230","GERD"
"o__Bifidobacteriales",0.00657894736842105,"SRR10802220","Health"
"o__Flavobacteriales",0.00652360515021459,"SRR10802224","Health"
"o__Coriobacteriales",0.00648737909884407,"SRR10802223","Health"
"o__Absconditabacteriales_(SR1)",0.00644736842105263,"SRR10802220","Health"
"o__Corynebacteriales",0.00641267446246699,"SRR10802241","GERD"
"o__Spirochaetales",0.00641025641025641,"SRR10802229","GERD"
"o__Spirochaetales",0.00634920634920635,"SRR10802244","Health"
"o__RF39",0.00622598001537279,"SRR10802233","Health"
"o__Staphylococcales",0.00599535054447571,"SRR10802231","GERD"
"o__Staphylococcales",0.00599161174355902,"SRR10802238","GERD"
"o__Campylobacterales",0.00597072419106317,"SRR10802235","GERD"
"o__Peptostreptococcales-Tissierellales",0.00578398088771533,"SRR10802241","GERD"
"o__Cardiobacteriales",0.00575064235898691,"SRR10802231","GERD"
"o__Absconditabacteriales_(SR1)",0.00565824217276499,"SRR10802241","GERD"
"o__Clostridia_UCG-014",0.00530361260568793,"SRR10802233","Health"
"o__Corynebacteriales",0.0052719865803978,"SRR10802236","GERD"
"o__Corynebacteriales",0.00520030816640986,"SRR10802235","GERD"
"o__Coriobacteriales",0.00517342739564962,"SRR10802244","Health"
"o__Campylobacterales",0.00500318384426453,"SRR10802227","GERD"
"o__Clostridia_UCG-014",0.00496825834943417,"SRR10802243","Health"
"o__Clostridia_UCG-014",0.0048145738451529,"SRR10802230","GERD"
"o__Corynebacteriales",0.00463519313304721,"SRR10802224","Health"
"o__Erysipelotrichales",0.00462249614791988,"SRR10802235","GERD"
"o__Absconditabacteriales_(SR1)",0.0046001415428167,"SRR10802223","Health"
"o__Sphingobacteriales",0.00450346420323326,"SRR10802221","Health"
"o__Spirochaetales",0.00447379633574776,"SRR10802226","Health"
"o__Spirochaetales",0.00445738197034476,"SRR10802227","GERD"
"o__Peptostreptococcales-Tissierellales",0.00441622964394149,"SRR10802243","Health"
"o__Spirochaetales",0.00438124519600307,"SRR10802233","Health"
"o__Campylobacterales",0.00427511630831133,"SRR10802241","GERD"
"o__Campylobacterales",0.00427350427350427,"SRR10802229","GERD"
"o__RF39",0.00421940928270042,"SRR10802245","Health"
"o__Cardiobacteriales",0.00412833215380986,"SRR10802223","Health"
"o__Corynebacteriales",0.00404772049424798,"SRR10802226","Health"
"o__Gracilibacteria",0.00401037980655815,"SRR10802223","Health"
"o__Mycoplasmatales",0.00381062355658199,"SRR10802221","Health"
"o__RF39",0.00378940578892203,"SRR10802240","GERD"
"o__Burkholderiales",0.00377668308702791,"SRR10802222","Health"
"o__Campylobacterales",0.00372619376207563,"SRR10802243","Health"
"o__JGI_0000069-P22",0.00354826868958767,"SRR10802231","GERD"
"o__Mycoplasmatales",0.00354826868958767,"SRR10802231","GERD"
"o__Spirochaetales",0.00342105263157895,"SRR10802220","Health"
"o__RF39",0.00334168755221387,"SRR10802234","GERD"
"o__Mycoplasmatales",0.0033112582781457,"SRR10802228","GERD"
"o__Acholeplasmatales",0.00330514988470407,"SRR10802233","Health"
"o__Peptococcales",0.00330356050409886,"SRR10802231","GERD"
"o__Peptococcales",0.00329218106995885,"SRR10802244","Health"
"o__Clostridia_UCG-014",0.00324128095423311,"SRR10802225","Health"
"o__Propionibacteriales",0.003228285933897,"SRR10802233","Health"
"o__Sphingobacteriales",0.00304635761589404,"SRR10802228","GERD"
"o__Cardiobacteriales",0.00299284320104099,"SRR10802230","GERD"
"o__Propionibacteriales",0.00294880868129276,"SRR10802223","Health"
"o__Corynebacteriales",0.00292083013066872,"SRR10802233","Health"
"o__RF39",0.00288683602771363,"SRR10802221","Health"
"o__Campylobacterales",0.00283085633404105,"SRR10802223","Health"
"o__Absconditabacteriales_(SR1)",0.00282189792792066,"SRR10802240","GERD"
"o__Absconditabacteriales_(SR1)",0.00276014352746343,"SRR10802243","Health"
"o__Sphingobacteriales",0.00275581116702612,"SRR10802236","GERD"
"o__Sphingobacteriales",0.00273259596616786,"SRR10802230","GERD"
"o__Sphingobacteriales",0.00270429159318048,"SRR10802244","Health"
"o__Clostridia_UCG-014",0.00266064661775377,"SRR10802240","GERD"
"o__Campylobacterales",0.00240588734786301,"SRR10802242","Health"
"o__Flavobacteriales",0.00240588734786301,"SRR10802242","Health"
"o__Bifidobacteriales",0.00240343347639485,"SRR10802224","Health"
"o__Clostridia_UCG-014",0.00235155790711346,"SRR10802244","Health"
"o__Sphingobacteriales",0.0022410945977825,"SRR10802223","Health"
"o__Corynebacteriales",0.00220407104887852,"SRR10802225","Health"
"o__Campylobacterales",0.00219399538106236,"SRR10802221","Health"
"o__Synergistales",0.00213675213675214,"SRR10802229","GERD"
"o__Bifidobacteriales",0.00212314225053079,"SRR10802223","Health"
"o__Mycoplasmatales",0.00211640211640212,"SRR10802244","Health"
"o__Corynebacteriales",0.00208197787898504,"SRR10802230","GERD"
"o__Mycoplasmatales",0.00203690390606278,"SRR10802236","GERD"
"o__Erysipelotrichales",0.00200518990327908,"SRR10802223","Health"
"o__Spirochaetales",0.00198131899235777,"SRR10802242","Health"
"o__Cardiobacteriales",0.00196304849884527,"SRR10802221","Health"
"o__Synergistales",0.00196304849884527,"SRR10802221","Health"
"o__Cardiobacteriales",0.00195901145268234,"SRR10802245","Health"
"o__RF39",0.00195766548391044,"SRR10802231","GERD"
"o__Synergistales",0.00193501572200274,"SRR10802240","GERD"
"o__Cardiobacteriales",0.00192604006163328,"SRR10802235","GERD"
"o__Mycoplasmatales",0.00192159877017679,"SRR10802233","Health"
"o__Campylobacterales",0.00185439006691929,"SRR10802240","GERD"
"o__Bifidobacteriales",0.00184473481936972,"SRR10802233","Health"
"o__Lachnospirales",0.00176928520877565,"SRR10802223","Health"
"o__Cytophagales",0.00176787086856264,"SRR10802233","Health"
"o__Chloroplast",0.00172837260074593,"SRR10802227","GERD"
"o__Cyanobacteriales",0.00167745027558112,"SRR10802236","GERD"
"o__Gracilibacteria",0.00165860400829302,"SRR10802239","GERD"
"o__RF39",0.00164609053497942,"SRR10802244","Health"
"o__Clostridia_UCG-014",0.00159060320567723,"SRR10802231","GERD"
"o__Peptococcales",0.00153727901614143,"SRR10802233","Health"
"o__Desulfovibrionales",0.00152851263962375,"SRR10802244","Health"
"o__Spirochaetales",0.00152038700760194,"SRR10802239","GERD"
"o__Mycoplasmatales",0.00147783251231527,"SRR10802222","Health"
"o__Cardiobacteriales",0.00145695364238411,"SRR10802228","GERD"
"o__Cardiobacteriales",0.00144736842105263,"SRR10802220","Health"
"o__Spirochaetales",0.00143135979180221,"SRR10802230","GERD"
"o__Cardiobacteriales",0.00138312586445367,"SRR10802241","GERD"
"o__JGI_0000069-P22",0.00130890052356021,"SRR10802237","GERD"
"o__Synergistales",0.00129747581976881,"SRR10802223","Health"
"o__Cardiobacteriales",0.00129651238169325,"SRR10802225","Health"
"o__Gracilibacteria",0.0012933568489124,"SRR10802244","Health"
"o__Mycoplasmatales",0.00127353770581279,"SRR10802227","GERD"
"o__Spirochaetales",0.00120938482625171,"SRR10802240","GERD"
"o__RF39",0.00119205298013245,"SRR10802228","GERD"
"o__Mycoplasmatales",0.00118708452041785,"SRR10802229","GERD"
"o__Desulfovibrionales",0.00115295926210607,"SRR10802233","Health"
"o__Cardiobacteriales",0.00114942528735632,"SRR10802222","Health"
"o__JGI_0000069-P22",0.00114942528735632,"SRR10802222","Health"
"o__Cardiobacteriales",0.00110405741098537,"SRR10802243","Health"
"Unknown",0.001078360891445,"SRR10802236","GERD"
"o__Sphingobacteriales",0.001076095311299,"SRR10802233","Health"
"o__Peptococcales",0.00106837606837607,"SRR10802229","GERD"
"o__Bifidobacteriales",0.00106518960374947,"SRR10802226","Health"
"o__Cardiobacteriales",0.00105820105820106,"SRR10802244","Health"
"o__Bifidobacteriales",0.00105574324324324,"SRR10802232","GERD"
"o__Corynebacteriales",0.00104853205512283,"SRR10802238","GERD"
"o__Synergistales",0.00104098893949252,"SRR10802230","GERD"
"o__JGI_0000069-P22",0.00100590971960267,"SRR10802241","GERD"
"o__Pseudomonadales",0.000974658869395711,"SRR10802234","GERD"
"o__Sphingobacteriales",0.000967507861001371,"SRR10802240","GERD"
"o__Bradymonadales",0.000958543014617781,"SRR10802236","GERD"
"o__Cardiobacteriales",0.000958543014617781,"SRR10802236","GERD"
"o__RF39",0.000921052631578947,"SRR10802220","Health"
"o__Synergistales",0.000849136711010473,"SRR10802242","Health"
"Unknown",0.000845503458877786,"SRR10802233","Health"
"o__Bifidobacteriales",0.000806256550834476,"SRR10802240","GERD"
"o__Synergistales",0.000794701986754967,"SRR10802228","GERD"
"o__Spirochaetales",0.000777907429015947,"SRR10802225","Health"
"o__Cardiobacteriales",0.000745632722624627,"SRR10802226","Health"
"Unknown",0.000745632722624627,"SRR10802226","Health"
"o__Peptococcales",0.000725630895751028,"SRR10802240","GERD"
"o__Burkholderiales",0.000696184906711222,"SRR10802234","GERD"
"o__Dongiales",0.000691775557263643,"SRR10802233","Health"
"o__Mycoplasmatales",0.00064500524066758,"SRR10802240","GERD"
"o__Synergistales",0.00063911376224968,"SRR10802226","Health"
"o__Absconditabacteriales_(SR1)",0.000636768852906395,"SRR10802227","GERD"
"Unknown",0.000602772754671489,"SRR10802245","Health"
"Unknown",0.000577367205542725,"SRR10802221","Health"
"o__Spirochaetales",0.000502954859801333,"SRR10802241","GERD"
"o__Eubacteriales",0.00046189376443418,"SRR10802221","Health"
"o__Sphingomonadales",0.000461183704842429,"SRR10802233","Health"
"o__Sphingobacteriales",0.000426075841499787,"SRR10802226","Health"
"Unknown",0.000414021529119514,"SRR10802243","Health"
"Unknown",0.000385208012326656,"SRR10802235","GERD"
"o__Absconditabacteriales_(SR1)",0.000367062278233207,"SRR10802231","GERD"
"o__Clostridia_vadinBB60_group",0.000363867915946511,"SRR10802227","GERD"
"o__Rhodospirillales",0.000307455803228286,"SRR10802233","Health"
"Unknown",0.000272900936959884,"SRR10802227","GERD"
"Unknown",0.000263157894736842,"SRR10802220","Health"
"Unknown",0.000244708185488805,"SRR10802231","GERD"
"o__Absconditabacteriales_(SR1)",0,"SRR10802236","GERD"
"o__Absconditabacteriales_(SR1)",0,"SRR10802242","Health"
"o__Absconditabacteriales_(SR1)",0,"SRR10802232","GERD"
"o__Absconditabacteriales_(SR1)",0,"SRR10802238","GERD"
"o__Absconditabacteriales_(SR1)",0,"SRR10802222","Health"
"o__Absconditabacteriales_(SR1)",0,"SRR10802229","GERD"
"o__Absconditabacteriales_(SR1)",0,"SRR10802230","GERD"
"o__Absconditabacteriales_(SR1)",0,"SRR10802225","Health"
"o__Absconditabacteriales_(SR1)",0,"SRR10802226","Health"
"o__Absconditabacteriales_(SR1)",0,"SRR10802235","GERD"
"o__Absconditabacteriales_(SR1)",0,"SRR10802228","GERD"
"o__Absconditabacteriales_(SR1)",0,"SRR10802234","GERD"
"o__Absconditabacteriales_(SR1)",0,"SRR10802224","Health"
"o__Acholeplasmatales",0,"SRR10802220","Health"
"o__Acholeplasmatales",0,"SRR10802242","Health"
"o__Acholeplasmatales",0,"SRR10802230","GERD"
"o__Acholeplasmatales",0,"SRR10802241","GERD"
"o__Acholeplasmatales",0,"SRR10802237","GERD"
"o__Acholeplasmatales",0,"SRR10802221","Health"
"o__Acholeplasmatales",0,"SRR10802232","GERD"
"o__Acholeplasmatales",0,"SRR10802238","GERD"
"o__Acholeplasmatales",0,"SRR10802222","Health"
"o__Acholeplasmatales",0,"SRR10802239","GERD"
"o__Acholeplasmatales",0,"SRR10802229","GERD"
"o__Acholeplasmatales",0,"SRR10802240","GERD"
"o__Acholeplasmatales",0,"SRR10802224","Health"
"o__Acholeplasmatales",0,"SRR10802235","GERD"
"o__Acholeplasmatales",0,"SRR10802223","Health"
"o__Acholeplasmatales",0,"SRR10802225","Health"
"o__Acholeplasmatales",0,"SRR10802231","GERD"
"o__Acholeplasmatales",0,"SRR10802226","Health"
"o__Acholeplasmatales",0,"SRR10802245","Health"
"o__Acholeplasmatales",0,"SRR10802243","Health"
"o__Acholeplasmatales",0,"SRR10802227","GERD"
"o__Acholeplasmatales",0,"SRR10802228","GERD"
"o__Acholeplasmatales",0,"SRR10802236","GERD"
"o__Acholeplasmatales",0,"SRR10802244","Health"
"o__Acholeplasmatales",0,"SRR10802234","GERD"
"o__Bifidobacteriales",0,"SRR10802230","GERD"
"o__Bifidobacteriales",0,"SRR10802228","GERD"
"o__Bifidobacteriales",0,"SRR10802244","Health"
"o__Bifidobacteriales",0,"SRR10802234","GERD"
"o__Bifidobacteriales",0,"SRR10802231","GERD"
"o__Bifidobacteriales",0,"SRR10802237","GERD"
"o__Bifidobacteriales",0,"SRR10802241","GERD"
"o__Bifidobacteriales",0,"SRR10802235","GERD"
"o__Bifidobacteriales",0,"SRR10802221","Health"
"o__Bifidobacteriales",0,"SRR10802242","Health"
"o__Bifidobacteriales",0,"SRR10802239","GERD"
"o__Bifidobacteriales",0,"SRR10802222","Health"
"o__Bifidobacteriales",0,"SRR10802243","Health"
"o__Bifidobacteriales",0,"SRR10802229","GERD"
"o__Bifidobacteriales",0,"SRR10802245","Health"
"o__Bifidobacteriales",0,"SRR10802227","GERD"
"o__Bifidobacteriales",0,"SRR10802225","Health"
"o__Bradymonadales",0,"SRR10802221","Health"
"o__Bradymonadales",0,"SRR10802228","GERD"
"o__Bradymonadales",0,"SRR10802232","GERD"
"o__Bradymonadales",0,"SRR10802224","Health"
"o__Bradymonadales",0,"SRR10802226","Health"
"o__Bradymonadales",0,"SRR10802234","GERD"
"o__Bradymonadales",0,"SRR10802239","GERD"
"o__Bradymonadales",0,"SRR10802227","GERD"
"o__Bradymonadales",0,"SRR10802245","Health"
"o__Bradymonadales",0,"SRR10802235","GERD"
"o__Bradymonadales",0,"SRR10802231","GERD"
"o__Bradymonadales",0,"SRR10802230","GERD"
"o__Bradymonadales",0,"SRR10802237","GERD"
"o__Bradymonadales",0,"SRR10802242","Health"
"o__Bradymonadales",0,"SRR10802220","Health"
"o__Bradymonadales",0,"SRR10802238","GERD"
